status,model,cand_id,subject,b,test_path,sut_classes,maven_status,sut_invocation_jaccard,assert_semantic_jaccard,delta_sut_invocation_jaccard,delta_assert_semantic_jaccard,sut_call_count_llm,sut_call_count_human,sut_unique_count_llm,sut_unique_count_human,assert_tag_count_llm,assert_tag_count_human,delta_sut_call_count_llm,delta_sut_call_count_human,llm_added_count,human_added_count,parse_error
ok,deepseek-v4-pro,21,"NumberUtils.isCreatable(String) should match NumberUtils.createNumber(String), exactly (#1626)",127050d2b54bd6224bc53573228e8774dc7be28b,src/test/java/org/apache/commons/lang3/math/NumberUtilsTest.java,NumberUtils;NumberUtilsTest,maven_pass,1.0,1.0,1.0,1.0,448,448,96,96,631,631,0,0,0,0,
ok,deepseek-v4-pro,22,[LANG-1452] RecursiveToStringStyle and MultilineRecursiveToStringStyle shouldn't recurse into a java.math.BigDecimal (#1584),1418a770ba436d15693c3bb29a67e501c2008274,src/test/java/org/apache/commons/lang3/builder/RecursiveToStringStyleTest.java,RecursiveToStringStyle;RecursiveToStringStyleTest,maven_pass,1.0,1.0,1.0,1.0,0,0,0,0,55,55,0,0,4,4,
ok,deepseek-v4-pro,23,"Instead of throwing a NullPointerException, ArrayUtils.toStringArray(Object[]) should return ""null"" for null elements like ArrayUtils.toStringArray(Object[], String) returns its valueForNullElements.",1521bf3e9f3e2f944fc2331b0ac19c9f5f0fde6d,src/test/java/org/apache/commons/lang3/ArrayUtilsTest.java,ArrayUtils;ArrayUtilsTest,maven_pass,1.0,1.0,1.0,1.0,2858,2858,179,179,3308,3308,4,4,0,0,
ok,deepseek-v4-pro,24,Rename new method,152b1777fddc5127e77f9b14637d6abae18eaf05,src/test/java/org/apache/commons/lang3/stream/StreamsTest.java,Streams;StreamsTest,maven_pass,1.0,1.0,1.0,1.0,20,20,11,11,32,32,2,2,2,2,
ok,deepseek-v4-pro,25,Use Java 8 API to manage thread local,155abe805b80bbb8276b75a8c4faffd2578bb68a,src/test/java/org/apache/commons/lang3/builder/HashCodeBuilderTest.java,HashCodeBuilder;HashCodeBuilderTest,maven_pass,1.0,1.0,1.0,1.0,24,24,13,13,124,124,2,2,0,0,
ok,deepseek-v4-pro,26,LANG-701 - Added new joinWith method to support varargs,155cec1085f9bd5383241e4c93fb40117081aaba,src/test/java/org/apache/commons/lang3/StringUtilsTest.java,StringUtils;StringUtilsTest,maven_pass,1.0,1.0,1.0,1.0,984,984,179,179,1110,1110,7,7,2,2,
ok,deepseek-v4-pro,27,Adding a createStarted() method per request in LANG-1138,17a6d163c62d7bbfc9e19c11e0d52ae06b5160b1,src/test/java/org/apache/commons/lang3/time/StopWatchTest.java,StopWatch;StopWatchTest,maven_pass,1.0,1.0,1.0,1.0,1,1,1,1,45,45,1,1,1,1,
ok,deepseek-v4-pro,28,WordUtils.wrap() zero-width wrapOn regex match causes infinite loop. (#1649),184c9e83211a0552698a934d45d3ebca2c789881,src/test/java/org/apache/commons/lang3/text/WordUtilsTest.java,WordUtils;WordUtilsTest,maven_pass,1.0,1.0,1.0,1.0,210,210,25,25,213,213,1,1,1,1,
ok,deepseek-v4-pro,29,incorporated feedback from Peter,1974c83561d09cf73a575f992fbd8416e3354d20,src/test/java/org/apache/commons/lang3/ThreadUtilsTest.java,ThreadUtils;ThreadUtilsTest,maven_pass,1.0,1.0,1.0,1.0,46,46,21,21,40,40,6,6,0,0,
ok,deepseek-v4-pro,30,LANG-1225: Add RandomStringUtils#randomGraph and #randomPrint which match corresponding regular expression class,1a002c67f2d3c198411a62165e53b31d6b414aa3,src/test/java/org/apache/commons/lang3/RandomStringUtilsTest.java,RandomStringUtils;RandomStringUtilsTest,maven_pass,1.0,1.0,1.0,1.0,42,42,20,20,62,62,25,25,0,0,
ok,deepseek-v4-pro,31,LANG-1310: MethodUtils.invokeMethod throws ArrayStoreException if using varargs arguments and smaller types than the method defines (closes #256),1a20867d01ef8ee5b32b0620125b7c38a10b80c5,src/test/java/org/apache/commons/lang3/reflect/MethodUtilsTest.java,MethodUtils;MethodUtilsTest,maven_pass,1.0,1.0,1.0,1.0,106,106,52,52,125,125,37,37,0,0,
ok,deepseek-v4-pro,32,[LANG-1784] Add Functions methods for null-safe mapping and chaining #1435,1a3a12dc7388a177c4ae64f5e3c96a7d462c003d,src/test/java/org/apache/commons/lang3/function/FunctionsTest.java,Functions;FunctionsTest,maven_pass,1.0,1.0,1.0,1.0,22,22,21,21,23,23,18,18,3,3,
ok,deepseek-v4-pro,33,Applying the copy of the HashCodeBuilder code to stop cyclic references over to EqualsBuilder per LANG-606 and Oliver Sauder's patch,1a60c21395fe7648188d1c91f62ac7baefa12742,src/test/java/org/apache/commons/lang3/builder/EqualsBuilderTest.java,EqualsBuilder;EqualsBuilderTest,maven_pass,1.0,1.0,1.0,1.0,0,0,0,0,0,0,0,0,0,0,
ok,deepseek-v4-pro,34,"Add allNull() and anyNull() methods to ObjectUtils, as well as their associated tests. (#522)",1a77a547dd72e82a8967e462406436a1c2e341a2,src/test/java/org/apache/commons/lang3/ObjectUtilsTest.java,ObjectUtils;ObjectUtilsTest,maven_pass,1.0,1.0,1.0,1.0,209,209,139,139,223,223,15,15,2,2,
ok,deepseek-v4-pro,35,"LANG-1118 Fix StringUtils.repeat(char, int) dealing with negative repeat value",1b9d938d66a172b200fd90d4a61707852bdb4b8f,src/test/java/org/apache/commons/lang3/StringUtilsTest.java,StringUtils;StringUtilsTest,maven_pass,1.0,1.0,1.0,1.0,965,965,174,174,1092,1092,3,3,1,1,
ok,deepseek-v4-pro,36,LANG-1778 fix by reversing order (#1414),1e455838963a99f7e76e334850c00293262f9573,src/test/java/org/apache/commons/lang3/reflect/MethodUtilsTest.java,MethodUtils;MethodUtilsTest,maven_pass,1.0,1.0,1.0,1.0,174,174,78,78,204,204,15,15,0,0,
ok,deepseek-v4-pro,37,[LANG-586] Clear ThreadLocal for HashCodeBuilder as well,1f35e7c99b66b8d46c4ad96558e694a10aa38062,src/test/java/org/apache/commons/lang3/builder/HashCodeBuilderTest.java,HashCodeBuilder;HashCodeBuilderTest,maven_pass,1.0,1.0,1.0,1.0,0,0,0,0,0,0,0,0,0,0,
ok,deepseek-v4-pro,38,LANG-1261: ArrayUtils#contains and ArrayUtils#indexOf should compare objects with different types,1f56bd103d53c8c6ba7502c6586c26be01bfdb80,src/test/java/org/apache/commons/lang3/ArrayUtilsTest.java,ArrayUtils;ArrayUtilsTest,maven_pass,1.0,1.0,1.0,1.0,1220,1220,145,145,1587,1587,1,1,1,1,
ok,deepseek-v4-pro,39,implement lastIndexOf,217da1e6aa2b2c9f626ed2efa42e3e3996175571,src/test/java/org/apache/commons/lang3/CharSequenceUtilsTest.java,CharSequenceUtils;CharSequenceUtilsTest,maven_pass,1.0,1.0,1.0,1.0,14,14,6,6,17,17,0,0,0,0,
ok,deepseek-v4-pro,40,Update documentation related to the issue LANG-696 (#449),23f18044d1cc750ce07a59662f636468e616d4d5,src/test/java/org/apache/commons/lang3/ClassUtilsTest.java,ClassUtils;ClassUtilsTest,maven_pass,1.0,1.0,1.0,1.0,693,693,258,258,724,724,17,17,0,0,
ok,deepseek-v4-pro,41,Adding Vincent Ricard's patch to CharRange.java providing an iterator that lets you walk the chars in the range. LANG-454,23f508095004cc7215cdd6fc4b15e8d6192f8d1d,src/test/java/org/apache/commons/lang3/CharRangeTest.java,CharRange;CharRangeTest,maven_pass,1.0,1.0,1.0,1.0,0,0,0,0,0,0,0,0,0,0,
ok,deepseek-v4-pro,43,LANG-1185 Add some tests for StringUtils replaceAll and replaceFirst methods,242b815437b9a988c2ce9e980295ca8a9e302e7a,src/test/java/org/apache/commons/lang3/StringUtilsTest.java,StringUtils;StringUtilsTest,maven_pass,1.0,1.0,1.0,1.0,1060,1060,183,183,1186,1186,28,28,2,2,
ok,deepseek-v4-pro,44,Use final.,24957f9934cee310debd2005bdbd78e21e857e7e,src/test/java/org/apache/commons/lang3/math/NumberUtilsTest.java,NumberUtils;NumberUtilsTest,maven_pass,1.0,1.0,1.0,1.0,443,443,93,93,658,658,0,0,0,0,
ok,deepseek-v4-pro,45,refactored to Generics and added isArrayIndexValid,2521d9619fe1f052ced8ea1107851ac98a1b7488,src/test/java/org/apache/commons/lang3/ArrayUtilsTest.java,ArrayUtils;ArrayUtilsTest,maven_pass,1.0,1.0,1.0,1.0,1339,1339,156,156,1788,1788,4,4,1,1,
ok,deepseek-v4-pro,46,"Rewriting OctalUnescaper as a hand rolled parser (all of 4 characters), instead of trying to handle the conversion via repeated attempts to convert the numbers. This fixes bugs, see LANG-929, and also changes the behaviour for 'illegal' octals such as \999. Instead of throwing NumberFormatException, it will now ignore them. This seems the better behaviour.",2550d4cfa283603a23283c5495bfab75deff02dc,src/test/java/org/apache/commons/lang3/text/translate/OctalUnescaperTest.java,OctalUnescaper;OctalUnescaperTest,maven_pass,1.0,1.0,1.0,1.0,0,0,0,0,12,12,0,0,0,0,
ok,deepseek-v4-pro,47,"Fix checkstyle violations (tabs, missing spaces after commas, missing javadocs)",26bc45fdeeeda2bee38cc2a08ce99e41fd48e0d6,src/test/java/org/apache/commons/lang3/FunctionsTest.java,Functions;FunctionsTest,maven_pass,1.0,1.0,1.0,1.0,35,35,17,17,100,100,0,0,0,0,
ok,deepseek-v4-pro,49,ClassUtils.toCleanName(String) resolves malformed array suffixes instead (#1670),28f46460d63b4c7806a2b9cce382b2b79ba6fd50,src/test/java/org/apache/commons/lang3/ClassUtilsTest.java,ClassUtils;ClassUtilsTest,maven_pass,1.0,1.0,1.0,1.0,769,769,278,278,804,804,4,4,3,3,
ok,deepseek-v4-pro,51,removed ArrayUtils.get,2cad60b6c25c87a6a59d3d315ec7d72c552fbc58,src/test/java/org/apache/commons/lang3/ArrayUtilsTest.java,ArrayUtils;ArrayUtilsTest,maven_pass,1.0,1.0,1.0,1.0,1334,1334,153,153,1783,1783,0,0,0,0,
ok,deepseek-v4-pro,52,Added Functions.tryWithResources.,2ebc17ba3f244ae44aae46273aeef7e321f9542a,src/test/java/org/apache/commons/lang3/FunctionsTest.java,Functions;FunctionsTest,maven_pass,1.0,1.0,1.0,1.0,24,24,9,9,51,51,4,4,1,1,
ok,deepseek-v4-pro,53,Rename method and fix typo. (#940),2f153733c7dfe33f38438be3fd3269e0c3ab7005,src/test/java/org/apache/commons/lang3/time/DurationUtilsTest.java,DurationUtils;DurationUtilsTest,maven_pass,1.0,1.0,1.0,1.0,51,51,16,16,63,63,20,20,1,1,
ok,deepseek-v4-pro,54,"Two fixes in RandomStringUtils.random(int, int, int, boolean, boolean, (#1638)",313d877d57abefdbb1ad0c42781bf719b83d5a35,src/test/java/org/apache/commons/lang3/RandomStringUtilsTest.java,RandomStringUtils;RandomStringUtilsTest,maven_pass,1.0,1.0,1.0,1.0,10,10,6,6,106,106,2,2,2,2,
ok,deepseek-v4-pro,55,Add sugar to RandomIUtils,31466db6ecd115aa74616e14a75721b45c0f59f9,src/test/java/org/apache/commons/lang3/RandomUtilsTest.java,RandomUtils;RandomUtilsTest,maven_pass,1.0,1.0,1.0,1.0,27,27,13,13,22,22,4,4,4,4,
ok,deepseek-v4-pro,56,[LANG-1570] JavaVersion enum constants for Java 14 and 15. (#553),31d7eea1c6205066b91c79f19219a436b26e9060,src/test/java/org/apache/commons/lang3/JavaVersionTest.java,JavaVersion;JavaVersionTest,maven_pass,1.0,1.0,1.0,1.0,0,0,0,0,25,25,0,0,0,0,
ok,deepseek-v4-pro,57,LANG-1172: Support dash as a delimiter in locales (#766),35fb9fca83af4ffbaf6f1163a927d8751938fda3,src/test/java/org/apache/commons/lang3/LocaleUtilsTest.java,LocaleUtils;LocaleUtilsTest,maven_pass,1.0,1.0,1.0,1.0,39,39,8,8,48,48,7,7,0,0,
ok,deepseek-v4-pro,58,[LANG-1568] More failable functional interfaces to match JRE functional interfaces.,36111ba5829bdd4249c7418c1aec17c149ef86a3,src/test/java/org/apache/commons/lang3/FunctionsTest.java,Functions;FunctionsTest,maven_pass,1.0,0.9872,1.0,0.0,83,83,27,27,232,235,0,0,0,3,
ok,deepseek-v4-pro,59,Add DurationUtils.zeroIfNull(Duration).,3a35c53c6c9a3b9a1feedaf39b72e405ecaf9df8,src/test/java/org/apache/commons/lang3/time/DurationUtilsTest.java,DurationUtils;DurationUtilsTest,maven_pass,1.0,1.0,1.0,1.0,25,25,7,7,36,36,2,2,1,1,
ok,deepseek-v4-pro,60,"LANG-1139: Add null safe methods in StringUtils to replace by regular expression :   - StringUtils.replaceAll(String, String, String)   - StringUtils.replaceFirst(String, String, String)",3acffccf15027bcf87e25a432f085c45e103b0ec,src/test/java/org/apache/commons/lang3/StringUtilsTest.java,StringUtils;StringUtilsTest,maven_pass,1.0,1.0,1.0,1.0,1010,1010,181,181,1136,1136,26,26,2,2,
ok,deepseek-v4-pro,61,Fixing Checkstyle problems.,3ce3b27dbd579a918e97e1fb09e9b0153cc71a60,src/test/java/org/apache/commons/lang3/StreamsTest.java,Streams;StreamsTest,maven_pass,1.0,1.0,1.0,1.0,0,0,0,0,18,18,0,0,0,0,
ok,deepseek-v4-pro,62,Fixing Checkstyle warnings. Closes #532.,3d4ed4a8ac63db1e51601ffc31fed44dccbb276c,src/test/java/org/apache/commons/lang3/LocksTest.java,Locks;LocksTest,maven_pass,1.0,1.0,1.0,1.0,0,0,0,0,1,1,0,0,0,0,
ok,deepseek-v4-pro,63,[LANG-1823] LocaleUtils.toLocale cannot parse valid JDK Locale string containing '#'  (#1630),3df7f4440e7447bc55e95400ec511323e708c652,src/test/java/org/apache/commons/lang3/LocaleUtilsTest.java,LocaleUtils;LocaleUtilsTest,maven_pass,1.0,1.0,1.0,1.0,62,62,12,12,47,47,6,6,2,2,
ok,deepseek-v4-pro,64,"LANG-1027 don't fail if java version is unknown, lang is too much used to make apps and libs failling cause of an unknown java version.",3fa5334ac08fc7ce1a86d5b34fbcd8cfea85ed23,src/test/java/org/apache/commons/lang3/JavaVersionTest.java,JavaVersion;JavaVersionTest,maven_pass,1.0,1.0,1.0,1.0,0,0,0,0,18,18,0,0,0,0,
ok,deepseek-v4-pro,66,Switched capitalize back to using toTitleCase. Added a test for this using the 'Lj' letter. LANG-1142,421db380d060e9f037a8ecbc446c414efaa6923f,src/test/java/org/apache/commons/lang3/StringUtilsTest.java,StringUtils;StringUtilsTest,maven_pass,1.0,1.0,1.0,1.0,990,990,179,179,1116,1116,11,11,0,0,
ok,deepseek-v4-pro,67,"Applying Srihari Reddy's patch from LANG-405, based on Dave Meikle's original patch. This adds a truncateMiddle method to StringUtils.",4240de53b3252e4cf0d45fe55feae4e009565d6b,src/test/java/org/apache/commons/lang3/StringUtilsTest.java,StringUtils;StringUtilsTest,maven_pass,1.0,1.0,1.0,1.0,0,0,0,0,0,0,0,0,0,0,
ok,deepseek-v4-pro,68,Adding toCalendar method per LANG-632,434575ed0a71439b8abe8ef59948bf15847fd9c0,src/test/java/org/apache/commons/lang3/time/DateUtilsTest.java,DateUtils;DateUtilsTest,maven_pass,1.0,1.0,1.0,1.0,0,0,0,0,0,0,0,0,0,0,
ok,deepseek-v4-pro,69,LANG-1691: ClassUtils.getShortCanonicalName - using canonicalName rather than class name (#949),45acc1c97094cd68928f634ce4896e4b05ee92ac,src/test/java/org/apache/commons/lang3/ClassUtilsTest.java,ClassUtils;ClassUtilsTest,maven_pass,1.0,1.0,1.0,1.0,727,727,271,271,762,762,0,0,0,0,
ok,deepseek-v4-pro,70,Rename method for next release.,46b15a2ecb05bdc281bc6109bb2db99b566d4a10,src/test/java/org/apache/commons/lang3/stream/StreamsTest.java,Streams;StreamsTest,maven_pass,1.0,1.0,1.0,1.0,16,16,11,11,26,26,4,4,0,0,
ok,deepseek-v4-pro,71,PMD: Implement equals(),49ef6b530c89c5f7181aa3fbdb957155a6802b05,src/test/java/org/apache/commons/lang3/builder/HashCodeBuilderTest.java,HashCodeBuilder;HashCodeBuilderTest,maven_pass,1.0,1.0,1.0,1.0,24,24,13,13,124,124,0,0,1,1,
ok,deepseek-v4-pro,72,LANG-1495 Update EnumUtils.java (#475),4a934610e7d911df707a23ad338ab2e4aa14daa4,src/test/java/org/apache/commons/lang3/EnumUtilsTest.java,EnumUtils;EnumUtilsTest,maven_pass,0.899,0.9043,0.0,0.0,178,198,59,63,189,209,0,20,0,2,
ok,deepseek-v4-pro,73,"StringUtils.repeat(String, [String,] int) now throws IllegalArgumentException (#1644)",4c3f1dd00ee7b8800478edb2b50dd687103b5f2a,src/test/java/org/apache/commons/lang3/StringUtilsTest.java,StringUtils;StringUtilsTest,maven_pass,1.0,1.0,1.0,1.0,1321,1321,226,226,1431,1431,18,18,0,0,
ok,deepseek-v4-pro,74,"Applying Valentin Rocher's patch from LANG-559, adding isInstanceOf and isAssignableFrom methods.",4f31ae757ce3e2ebee99af485050e4aa3a23f4f4,src/test/java/org/apache/commons/lang3/ValidateTest.java,Validate;ValidateTest,maven_pass,1.0,1.0,1.0,1.0,0,0,0,0,0,0,0,0,0,0,
ok,deepseek-v4-pro,75,Extract a map method.,4ff5e2b9f98e5ca9dd105a2d08477e0371ae8832,src/test/java/org/apache/commons/lang3/concurrent/UncheckedFutureTest.java,UncheckedFuture;UncheckedFutureTest,maven_pass,1.0,1.0,1.0,1.0,8,8,3,3,8,8,1,1,1,1,
ok,deepseek-v4-pro,76,"DateUtils.parseDateWithLeniency(String, Locale, String[], boolean) doesn't reset its time zone (#1660)",526a03a8701f85e422786f0a4d1fadd3f0c249c1,src/test/java/org/apache/commons/lang3/time/DateUtilsTest.java,DateUtils;DateUtilsTest,maven_pass,1.0,1.0,1.0,1.0,367,367,97,97,300,300,2,2,1,1,
ok,deepseek-v4-pro,77,fix LANG-1816 (#1589),52c06bea2f2b6c277c517dc9f5bb0d62d17e073c,src/test/java/org/apache/commons/lang3/ArrayUtilsTest.java,ArrayUtils;ArrayUtilsTest,maven_pass,1.0,1.0,1.0,1.0,3061,3061,240,240,3396,3396,20,20,0,0,
ok,deepseek-v4-pro,78,[LANG-1141] StrLookup for system properties now sees updated values.,54e63005446a2b0a4255ba16838122c5808ef886,src/test/java/org/apache/commons/lang3/text/StrLookupTest.java,StrLookup;StrLookupTest,maven_pass,1.0,1.0,1.0,1.0,17,17,3,3,17,17,2,2,2,2,
ok,deepseek-v4-pro,79,LANG-1151: Performance improvements for NumberUtils.isParsable (closes #99),54ff33b2ad26e3969cc59d7f2723563dee3e37dc,src/test/java/org/apache/commons/lang3/math/NumberUtilsTest.java,NumberUtils;NumberUtilsTest,maven_pass,1.0,1.0,1.0,1.0,340,340,59,59,510,510,19,19,0,0,
ok,deepseek-v4-pro,80,[LANG-1177] Added indexesOf methods and simplified removeAllOccurences (#471),55a2a03aa30836c814b9c2d50d5081a52f01d83c,src/test/java/org/apache/commons/lang3/ArrayUtilsTest.java,ArrayUtils;ArrayUtilsTest,maven_pass,1.0,1.0,1.0,1.0,1481,1481,170,170,1932,1932,144,144,20,20,
ok,deepseek-v4-pro,81,"Add DurationUtils.isPositive(Duration) and toDuration(long,TimeUnit).",5689c91cf2a3a27f0a3a8a362857f2cf0919d4f6,src/test/java/org/apache/commons/lang3/time/DurationUtilsTest.java,DurationUtils;DurationUtilsTest,maven_pass,1.0,1.0,1.0,1.0,23,23,5,5,34,34,13,13,2,2,
ok,deepseek-v4-pro,82,Bugfix/class utils to canonical name length check (#1495),5713c6c42e43977df17a7a6c0d39a8ff4f4540b6,src/test/java/org/apache/commons/lang3/ClassUtilsTest.java,ClassUtils;ClassUtilsTest,maven_pass,1.0,1.0,1.0,1.0,765,765,278,278,800,800,21,21,2,2,
ok,deepseek-v4-pro,85,NumberUtils.createNumber(String): Float shortcut can bypass exact (#1635),5904c573ffacaa5d8836ffc2b346f400c8901ed1,src/test/java/org/apache/commons/lang3/math/NumberUtilsTest.java,NumberUtils;NumberUtilsTest,maven_pass,1.0,1.0,1.0,1.0,474,474,98,98,634,634,55,55,0,0,
ok,deepseek-v4-pro,86,TimedSemaphore.shutdown() must wake threads blocked in acquire(). (#1639),5914a8e80a547301b76bf8ef691053e4dfc901a7,src/test/java/org/apache/commons/lang3/concurrent/TimedSemaphoreTest.java,TimedSemaphore;TimedSemaphoreTest,maven_pass,1.0,1.0,1.0,1.0,1,1,1,1,30,30,1,1,1,1,
ok,deepseek-v4-pro,87,Add gets the current day of year. (#968),59d201f7be16f724e52023330258f44876e545a2,src/test/java/org/apache/commons/lang3/time/CalendarUtilsTest.java,CalendarUtils;CalendarUtilsTest,maven_pass,1.0,1.0,1.0,1.0,2,2,1,1,30,30,0,0,1,1,
